1986;Itaparica;Hard;Andres Gomez;Ricardo Acioly;ECU;BRA;7-5 6-4;R32;
1986;Itaparica;Hard;Julio Goes;Martin Wostenholme;BRA;CAN;6-3 6-1;R32;
1986;Itaparica;Hard;Marian Vajda;Alexandre Hocevar;SVK;BRA;6-3 6-3;R32;
1986;Itaparica;Hard;Rick Rudeen;Danilo Marcelino;USA;BRA;6-4 3-6 6-2;R32;
1986;Itaparica;Hard;Horst Skoff;Carlos Kirmayr;AUT;BRA;7-5 6-4;R32;
1986;Itaparica;Hard;Ivan Kley;Javier Frana;BRA;ARG;6-2 7-5;R32;
1986;Itaparica;Hard;Joao Soares;Roberto Saad;BRA;ARG;3-6 7-6 6-2;R32;
1986;Itaparica;Hard;Cassio Motta;Christian Miniussi;BRA;ARG;4-6 6-2 7-5;R32;
1986;Itaparica;Hard;Diego Perez;Ricardo Acuna;URU;CHI;6-1 7-6;R32;
1986;Itaparica;Hard;Fernando Roese;Lawson Duncan;BRA;USA;6-4 4-1 RET;R32;
1986;Itaparica;Hard;Luiz Mattar;Juan Avendano;BRA;ESP;6-4 6-2;R32;
1986;Itaparica;Hard;Jean Philippe Fleurian;Jaime Yzaga;FRA;PER;7-6 6-4;R32;
1986;Itaparica;Hard;Francisco Maciel;Cesar Kist;MEX;BRA;6-4 6-2;R32;
1986;Itaparica;Hard;Blaine Willenborg;Brad Pearce;USA;USA;4-6 6-4 6-3;R32;
1986;Itaparica;Hard;Mark Dickson;Mike Leach;USA;USA;7-6 6-4;R32;
1986;Itaparica;Hard;Horacio De La Pena;Hans Gildemeister;ARG;CHI;6-0 6-3;R32;
1986;Itaparica;Hard;Andres Gomez;Julio Goes;ECU;BRA;6-3 6-4;R16;
1986;Itaparica;Hard;Marian Vajda;Rick Rudeen;SVK;USA;6-2 4-6 6-3;R16;
1986;Itaparica;Hard;Ivan Kley;Horst Skoff;BRA;AUT;6-1 1-6 6-3;R16;
1986;Itaparica;Hard;Joao Soares;Cassio Motta;BRA;BRA;6-3 6-4;R16;
1986;Itaparica;Hard;Diego Perez;Fernando Roese;URU;BRA;6-4 2-6 6-1;R16;
1986;Itaparica;Hard;Jean Philippe Fleurian;Luiz Mattar;FRA;BRA;7-6 4-6 6-1;R16;
1986;Itaparica;Hard;Francisco Maciel;Blaine Willenborg;MEX;USA;6-3 6-1;R16;
1986;Itaparica;Hard;Mark Dickson;Horacio De La Pena;USA;ARG;7-6 6-4;R16;
1986;Itaparica;Hard;Andres Gomez;Marian Vajda;ECU;SVK;6-1 6-1;QF;
1986;Itaparica;Hard;Ivan Kley;Joao Soares;BRA;BRA;7-5 6-3;QF;
1986;Itaparica;Hard;Jean Philippe Fleurian;Diego Perez;FRA;URU;6-3 6-4;QF;
