2007;Madrid Masters;Hard;Robby Ginepri;Jurgen Melzer;USA;AUT;2-6 7-6(2) 6-4;R64;
2007;Madrid Masters;Hard;Agustin Calleri;Dmitry Tursunov;ARG;RUS;3-6 7-6(4) 6-4;R64;
2007;Madrid Masters;Hard;Stefan Koubek;Jarkko Nieminen;AUT;FIN;6-3 3-6 6-4;R64;
2007;Madrid Masters;Hard;Feliciano Lopez;Filippo Volandri;ESP;ITA;6-3 6-2;R64;
2007;Madrid Masters;Hard;Ivo Karlovic;Marat Safin;CRO;RUS;6-3 6-4;R64;
2007;Madrid Masters;Hard;Nicolas Kiefer;Stan Wawrinka;GER;SUI;7-5 6-3;R64;
2007;Madrid Masters;Hard;Juan Monaco;Igor Andreev;ARG;RUS;6-7(5) 6-0 6-4;R64;
2007;Madrid Masters;Hard;Nicolas Almagro;Fabrice Santoro;ESP;FRA;6-4 6-4;R64;
2007;Madrid Masters;Hard;Mario Ancic;Marc Gicquel;CRO;FRA;6-4 6-2;R64;
2007;Madrid Masters;Hard;Paul Henri Mathieu;Mardy Fish;FRA;USA;6-3 2-6 7-5;R64;
2007;Madrid Masters;Hard;Juan Carlos Ferrero;Alejandro Falla;ESP;COL;6-4 7-5;R64;
2007;Madrid Masters;Hard;Fernando Verdasco;Albert Montanes;ESP;ESP;6-1 6-1;R64;
2007;Madrid Masters;Hard;Juan Martin del Potro;Potito Starace;ARG;ITA;7-5 6-1;R64;
2007;Madrid Masters;Hard;David Nalbandian;Arnaud Clement;ARG;FRA;5-7 6-2 6-4;R64;
2007;Madrid Masters;Hard;Andy Murray;Radek Stepanek;GBR;CZE;6-4 6-1;R64;
2007;Madrid Masters;Hard;Marcos Baghdatis;Andrei Pavel;CYP;ROU;6-3 4-6 6-1;R64;
2007;Madrid Masters;Hard;Roger Federer;Robby Ginepri;SUI;USA;7-6(2) 6-4;R32;
2007;Madrid Masters;Hard;Guillermo Canas;Agustin Calleri;ARG;ARG;6-3 3-6 7-5;R32;
