1982;Guaruja;Clay;Raul Ramirez;Renato Joaquim;MEX;BRA;7-6 6-1;R32;A
1982;Guaruja;Clay;Marko Ostoja;Hans Peter Kandler;CRO;AUT;7-5 6-0;R32;A
1982;Guaruja;Clay;Pablo Arraya;Peter Feigl;PER;AUT;7-5 6-7 4-3 RET;R32;A
1982;Guaruja;Clay;Van Winitsky;Angel Gimenez;USA;ESP;6-2 7-5;R32;A
1982;Guaruja;Clay;Thomaz Koch;Pat Dupre;BRA;USA;6-4 6-4;R32;A
1982;Guaruja;Clay;Marcos Hocevar;Ney Keller;BRA;BRA;2-6 6-0 6-4;R32;A
1982;Guaruja;Clay;Claudio Panatta;Alejandro Ganzabal;ITA;ARG;7-5 6-0;R32;A
1982;Guaruja;Clay;Kim Warwick;Cassio Motta;AUS;BRA;6-2 6-2;R32;A
1982;Guaruja;Clay;Phil Dent;Joao Soares;AUS;BRA;6-4 6-1;R32;A
1982;Guaruja;Clay;Ivan Dupasquier;Paul Torre;SUI;FRA;6-4 3-6 6-4;R32;A
1982;Guaruja;Clay;Julio Goes;Guillermo Aubone;BRA;ARG;6-4 6-1;R32;A
1982;Guaruja;Clay;Manuel Orantes;Javier Restrepo;ESP;COL;6-1 6-3;R32;A
1982;Guaruja;Clay;Stefan Simonsson;Gianni Ocleppo;SWE;ITA;3-2 RET;R32;A
1982;Guaruja;Clay;Damir Keretic;Givaldo Barbosa;GER;BRA;3-6 6-1 6-3;R32;A
1982;Guaruja;Clay;Zoltan Kuharszky;Georges Goven;HUN;FRA;7-6 6-1;R32;A
1982;Guaruja;Clay;Carlos Kirmayr;Kjell Johansson;BRA;SWE;6-3 6-1;R32;A
1982;Guaruja;Clay;Raul Ramirez;Marko Ostoja;MEX;CRO;6-0 6-1;R16;A
1982;Guaruja;Clay;Van Winitsky;Pablo Arraya;USA;PER;7-6 6-2;R16;A
1982;Guaruja;Clay;Marcos Hocevar;Thomaz Koch;BRA;BRA;4-6 6-3 6-0;R16;A
1982;Guaruja;Clay;Claudio Panatta;Kim Warwick;ITA;AUS;6-4 6-4;R16;A
1982;Guaruja;Clay;Phil Dent;Ivan Dupasquier;AUS;SUI;6-2 6-4;R16;A
1982;Guaruja;Clay;Manuel Orantes;Julio Goes;ESP;BRA;6-3 1-6 6-2;R16;A
