1977;Birmingham WCT;Carpet;Jimmy Connors;Buster C Mottram;USA;GBR;6-3 6-2;R16;A
1977;Birmingham WCT;Carpet;Cliff Drysdale;Tom Okker;RSA;NED;6-1 7-5;R16;A
1977;Birmingham WCT;Carpet;Sandy Mayer;Jan Kodes;USA;CZE;6-2 6-2;R16;A
1977;Birmingham WCT;Carpet;Eddie Dibbs;Manuel Orantes;USA;ESP;7-6(3) 1-6 6-1;R16;A
1977;Birmingham WCT;Carpet;Vitas Gerulaitis;Harold Solomon;USA;USA;6-1 3-6 6-4;R16;A
1977;Birmingham WCT;Carpet;Raymond Moore;Billy Martin;RSA;USA;6-3 6-3;R16;A
1977;Birmingham WCT;Carpet;Bill Scanlon;Gene Mayer;USA;USA;6-1 6-7(6) 6-2;R16;A
1977;Birmingham WCT;Carpet;Ilie Nastase;Wojtek Fibak;ROU;POL;6-3 6-2;R16;A
1977;Birmingham WCT;Carpet;Jimmy Connors;Cliff Drysdale;USA;RSA;6-4 6-2;QF;A
1977;Birmingham WCT;Carpet;Eddie Dibbs;Sandy Mayer;USA;USA;6-4 6-3;QF;A
1977;Birmingham WCT;Carpet;Raymond Moore;Vitas Gerulaitis;RSA;USA;6-4 4-6 7-6(3);QF;A
1977;Birmingham WCT;Carpet;Bill Scanlon;Ilie Nastase;USA;ROU;7-6(4) 6-4;QF;A
1977;Birmingham WCT;Carpet;Jimmy Connors;Eddie Dibbs;USA;USA;6-4 6-3;SF;A
1977;Birmingham WCT;Carpet;Bill Scanlon;Raymond Moore;USA;RSA;6-7(3) 6-4 7-5;SF;A
1977;Birmingham WCT;Carpet;Jimmy Connors;Bill Scanlon;USA;USA;6-3 6-3;F;A
1977;Pepsi Grand Slam;Clay;Bjorn Borg;Adriano Panatta;SWE;ITA;6-2 4-6 7-5;SF;A
1977;Pepsi Grand Slam;Clay;Jimmy Connors;Manuel Orantes;USA;ESP;5-5 RET;SF;A
1977;Pepsi Grand Slam;Clay;Bjorn Borg;Jimmy Connors;SWE;USA;6-4 5-7 6-3;F;A
1977;Bombay;Clay;Werner Zirngibl;Ismail El Shafei;GER;EGY;6-3 6-3;R32;A
1977;Bombay;Clay;Roger Taylor;Jasjit Singh;GBR;IND;6-3 6-7 6-2;R32;A
1977;Bombay;Clay;Louk Sanders;Jay Royappa;NED;IND;6-3 6-3;R32;A
1977;Bombay;Clay;Chiradip Mukerjea;Steve Docherty;IND;AUS;5-7 6-3 7-6;R32;A
1977;Bombay;Clay;Terry Moor;Ashok Amritraj;USA;IND;6-4 7-6;R32;A
1977;Bombay;Clay;Richard Lewis;Doug Crawford;GBR;USA;6-3 7-5;R32;A
1977;Bombay;Clay;Marcello Lara;James Chico Hagey;MEX;USA;6-4 7-5;R32;A
1977;Bombay;Clay;Greg Halder;Alvin Gardiner;CAN;AUS;6-0 6-4;R32;A
