1983;Guaruja;Hard;Ricardo Acuna;Ivan Kley;CHI;BRA;6-4 6-1;R64;A
1983;Guaruja;Hard;Alejandro Ganzabal;Jim Gurfein;ARG;USA;1-6 7-5 6-0;R64;A
1983;Guaruja;Hard;Francisco Gonzalez;Zoltan Kuharszky;PAR;HUN;1-6 7-6 6-2;R64;A
1983;Guaruja;Hard;Nick Saviano;Ricardo Cano;USA;ARG;6-2 6-4;R64;A
1983;Guaruja;Hard;Carlos Castellan;Charles Buzz Strode;ARG;USA;6-2 6-2;R64;A
1983;Guaruja;Hard;Givaldo Barbosa;Julio Goes;BRA;BRA;6-4 7-6;R64;A
1983;Guaruja;Hard;Jaime Fillol;Joao Soares;CHI;BRA;6-7 6-1 7-6;R64;A
1983;Guaruja;Hard;Bernard Boileau;Richard Meyer;BEL;USA;6-1 6-1;R64;A
1983;Guaruja;Hard;Pat Dupre;Egan Adams;USA;USA;6-2 6-1;R64;A
1983;Guaruja;Hard;Ramiro Benavides;Morris Skip Strode;BOL;USA;6-0 6-4;R64;A
1983;Guaruja;Hard;Jimmy Brown;Pedro Rebolledo;USA;CHI;7-5 6-2;R64;A
1983;Guaruja;Hard;Nduka Odizor;Cesar Kist;NGR;BRA;6-2 3-6 6-3;R64;A
1983;Guaruja;Hard;Stefan Simonsson;Ben Testerman;SWE;USA;2-6 6-3 6-0;R64;A
1983;Guaruja;Hard;Ramesh Krishnan;Tim Gullikson;IND;USA;6-1 6-2;R64;A
1983;Guaruja;Hard;Loic Courteau;Rocky Royer;FRA;USA;6-1 6-2;R64;A
1983;Guaruja;Hard;Gustavo Tiberti;Cassio Motta;ARG;BRA;4-6 6-2 6-2;R64;A
1983;Guaruja;Hard;Jose Luis Clerc;Ricardo Acuna;ARG;CHI;6-3 6-0;R32;A
1983;Guaruja;Hard;Alejandro Ganzabal;Shlomo Glickstein;ARG;ISR;2-6 7-6 7-6;R32;A
1983;Guaruja;Hard;Francisco Gonzalez;Van Winitsky;PAR;USA;7-6 2-6 6-2;R32;A
1983;Guaruja;Hard;Nick Saviano;Pablo Arraya;USA;PER;3-6 7-6 6-4;R32;A
1983;Guaruja;Hard;Andres Gomez;Carlos Castellan;ECU;ARG;6-2 6-4;R32;A
1983;Guaruja;Hard;Givaldo Barbosa;Damir Keretic;BRA;GER;4-6 6-4 6-3;R32;A
