1994;Adelaide;Hard;Thomas Muster;Bryan Shelton;AUT;USA;6-2 6-2;R32;A
1994;Adelaide;Hard;Grant Stafford;Darren Cahill;RSA;AUS;6-3 4-6 6-2;R32;A
1994;Adelaide;Hard;Patrick Rafter;Martin Damm Sr;AUS;CZE;6-4 6-3;R32;A
1994;Adelaide;Hard;Brett Steven;Byron Black;NZL;ZIM;6-3 6-2;R32;A
1994;Adelaide;Hard;Karel Novacek;David Adams;CZE;RSA;6-4 6-2;R32;A
1994;Adelaide;Hard;Yevgeny Kafelnikov;Pat Cash;RUS;AUS;4-6 6-1 6-3;R32;A
1994;Adelaide;Hard;Jamie Morgan;David Nainkin;AUS;RSA;6-7(3) 6-3 6-4;R32;A
1994;Adelaide;Hard;David Rikl;Amos Mansdorf;CZE;ISR;6-4 6-4;R32;A
1994;Adelaide;Hard;Jan Apell;Andrei Chesnokov;SWE;RUS;6-2 7-5;R32;A
1994;Adelaide;Hard;Kenneth Carlsen;Sebastien Lareau;DEN;CAN;6-2 7-6(2);R32;A
1994;Adelaide;Hard;Christian Bergstrom;Andrea Gaudenzi;SWE;ITA;6-1 6-4;R32;A
1994;Adelaide;Hard;Alexander Volkov;Rodolphe Gilbert;RUS;FRA;6-4 6-2;R32;A
1994;Adelaide;Hard;Richard Fromberg;Mats Wilander;AUS;SWE;6-3 4-6 6-2;R32;A
1994;Adelaide;Hard;Guillaume Raoux;Thomas Enqvist;FRA;SWE;6-3 7-6(6);R32;A
1994;Adelaide;Hard;Greg Rusedski;Peter Tramacchi;GBR;AUS;6-4 6-4;R32;A
1994;Adelaide;Hard;Nicklas Kulti;Marc Rosset;SWE;SUI;7-6(4) 6-3;R32;A
1994;Adelaide;Hard;Grant Stafford;Thomas Muster;RSA;AUT;7-6(3) 4-6 6-4;R16;A
1994;Adelaide;Hard;Patrick Rafter;Brett Steven;AUS;NZL;4-6 6-2 7-6(2);R16;A
1994;Adelaide;Hard;Yevgeny Kafelnikov;Karel Novacek;RUS;CZE;6-4 6-1;R16;A
1994;Adelaide;Hard;David Rikl;Jamie Morgan;CZE;AUS;6-4 6-2;R16;A
1994;Adelaide;Hard;Kenneth Carlsen;Jan Apell;DEN;SWE;6-3 3-6 6-3;R16;A
1994;Adelaide;Hard;Alexander Volkov;Christian Bergstrom;RUS;SWE;6-3 3-6 6-4;R16;A
1994;Adelaide;Hard;Guillaume Raoux;Richard Fromberg;FRA;AUS;6-7(5) 6-3 6-4;R16;A
1994;Adelaide;Hard;Nicklas Kulti;Greg Rusedski;SWE;GBR;7-6(2) 6-3;R16;A
1994;Adelaide;Hard;Patrick Rafter;Grant Stafford;AUS;RSA;3-6 6-3 7-6(5);QF;A
1994;Adelaide;Hard;Yevgeny Kafelnikov;David Rikl;RUS;CZE;5-7 6-3 7-5;QF;A
1994;Adelaide;Hard;Alexander Volkov;Kenneth Carlsen;RUS;DEN;7-5 6-0;QF;A
1994;Adelaide;Hard;Nicklas Kulti;Guillaume Raoux;SWE;FRA;7-6(5) 6-3;QF;A
1994;Adelaide;Hard;Yevgeny Kafelnikov;Patrick Rafter;RUS;AUS;6-1 7-5;SF;A
1994;Adelaide;Hard;Alexander Volkov;Nicklas Kulti;RUS;SWE;4-6 6-3 6-3;SF;A
1994;Adelaide;Hard;Yevgeny Kafelnikov;Alexander Volkov;RUS;RUS;6-4 6-3;F;A
1994;Doha;Hard;Karim Alami;Pete Sampras;MAR;USA;3-6 6-2 6-4;R32;A
1994;Doha;Hard;Paul Haarhuis;Tomas Carbonell;NED;ESP;7-6(6) 4-6 6-1;R32;A
1994;Doha;Hard;Andrei Olhovskiy;David Prinosil;RUS;GER;6-4 7-5;R32;A
1994;Doha;Hard;Carl Uwe Steeb;Magnus Larsson;GER;SWE;7-6(6) 5-7 6-2;R32;A
1994;Doha;Hard;Goran Ivanisevic;Shuzo Matsuoka;CRO;JPN;6-4 0-6 6-4;R32;A
1994;Doha;Hard;Younes El Aynaoui;Jonas Bjorkman;MAR;SWE;3-6 6-3 6-3;R32;A
1994;Doha;Hard;Olivier Delaitre;Fernon Wibier;FRA;NED;7-6(2) 6-2;R32;A
1994;Doha;Hard;Stefano Pescosolido;Javier Sanchez;ITA;ESP;6-4 6-2;R32;A
1994;Doha;Hard;Jacco Eltingh;Marc Kevin Goellner;NED;GER;6-3 7-6(3);R32;A
1994;Doha;Hard;Henri Leconte;Frederic Vitoux;FRA;FRA;6-3 6-2;R32;A
1994;Doha;Hard;Anders Jarryd;Henrik Holm;SWE;SWE;6-4 7-6(5);R32;A
1994;Doha;Hard;Stefan Edberg;Gary Muller;SWE;RSA;6-1 6-4;R32;A
1994;Doha;Hard;Karsten Braasch;Andrei Cherkasov;GER;RUS;6-1 3-6 6-4;R32;A
1994;Doha;Hard;Gilbert Schaller;Lars Rehmann;AUT;GER;7-6(4) 6-1;R32;A
1994;Doha;Hard;Ronald Agenor;Jordi Burillo;USA;ESP;6-2 6-4;R32;A
1994;Doha;Hard;Michael Stich;Stephane Simian;GER;FRA;6-2 6-1;R32;A
1994;Doha;Hard;Paul Haarhuis;Karim Alami;NED;MAR;6-4 6-7(5) 6-3;R16;A
1994;Doha;Hard;Andrei Olhovskiy;Carl Uwe Steeb;RUS;GER;7-5 6-2;R16;A
1994;Doha;Hard;Goran Ivanisevic;Younes El Aynaoui;CRO;MAR;7-6(1) 6-7(9) 6-2;R16;A
1994;Doha;Hard;Stefano Pescosolido;Olivier Delaitre;ITA;FRA;6-2 6-4;R16;A
1994;Doha;Hard;Henri Leconte;Jacco Eltingh;FRA;NED;6-3 6-1;R16;A
1994;Doha;Hard;Stefan Edberg;Anders Jarryd;SWE;SWE;6-1 6-1;R16;A
1994;Doha;Hard;Gilbert Schaller;Karsten Braasch;AUT;GER;6-2 1-0 RET;R16;A
1994;Doha;Hard;Ronald Agenor;Michael Stich;USA;GER;5-7 6-4 6-4;R16;A
1994;Doha;Hard;Paul Haarhuis;Andrei Olhovskiy;NED;RUS;6-4 6-2;QF;A
1994;Doha;Hard;Goran Ivanisevic;Stefano Pescosolido;CRO;ITA;6-4 6-4;QF;A
1994;Doha;Hard;Stefan Edberg;Henri Leconte;SWE;FRA;6-4 6-2;QF;A
1994;Doha;Hard;Gilbert Schaller;Ronald Agenor;AUT;USA;7-6(3) 7-6(6);QF;A
1994;Doha;Hard;Paul Haarhuis;Goran Ivanisevic;NED;CRO;6-2 6-4;SF;A
1994;Doha;Hard;Stefan Edberg;Gilbert Schaller;SWE;AUT;6-4 6-7(5) 6-4;SF;A
1994;Doha;Hard;Stefan Edberg;Paul Haarhuis;SWE;NED;6-3 6-2;F;A
1994;Oahu;Hard;Wayne Ferreira;Markus Zoecke;RSA;GER;4-6 7-6(4) 6-1;R32;A
1994;Oahu;Hard;Jim Grabb;Kevin Ullyett;USA;ZIM;4-6 6-3 7-6(4);R32;A
1994;Oahu;Hard;Jared Palmer;Maurice Ruah;USA;VEN;6-3 6-4;R32;A
1994;Oahu;Hard;Patrick McEnroe;Neil Borwick;USA;AUS;6-2 6-3;R32;A
1994;Oahu;Hard;Brad Gilbert;Brad Pearce;USA;USA;4-6 6-4 7-5;R32;A
1994;Oahu;Hard;Patrik Kuhnen;Lars Jonsson;GER;SWE;6-3 6-1;R32;A
1994;Oahu;Hard;Axel Finnberg;Chris Pridham;GER;CAN;6-4 6-4;R32;A
1994;Oahu;Hard;Jonathan Stark;Alex Obrien;USA;USA;7-6(4) 6-2;R32;A
1994;Oahu;Hard;Jimmy Arias;Fabrice Santoro;USA;FRA;6-4 7-5;R32;A
1994;Oahu;Hard;Michael Joyce;Chris Wilkinson;USA;GBR;6-1 6-3;R32;A
1994;Oahu;Hard;Jean Philippe Fleurian;Tommy Ho;FRA;USA;6-3 7-6(4);R32;A
1994;Oahu;Hard;Robbie Weiss;Jonas Svensson;USA;SWE;6-1 6-2;R32;A
1994;Oahu;Hard;Renzo Furlan;Steve Bryan;ITA;USA;6-4 6-2;R32;A
1994;Oahu;Hard;Cristiano Caratti;Dimitri Poliakov;ITA;UKR;6-4 6-4;R32;A
1994;Oahu;Hard;Doug Flach;Cyril Suk;USA;CZE;6-2 7-6(5);R32;A
1994;Oahu;Hard;Richey Reneberg;Gianluca Pozzi;USA;ITA;6-2 6-2;R32;A
1994;Oahu;Hard;Wayne Ferreira;Jim Grabb;RSA;USA;6-7(2) 6-2 7-6(4);R16;A
1994;Oahu;Hard;Patrick McEnroe;Jared Palmer;USA;USA;4-6 6-4 6-2;R16;A
1994;Oahu;Hard;Brad Gilbert;Patrik Kuhnen;USA;GER;6-4 6-3;R16;A
1994;Oahu;Hard;Jonathan Stark;Axel Finnberg;USA;GER;6-4 6-4;R16;A
1994;Oahu;Hard;Jimmy Arias;Michael Joyce;USA;USA;6-1 6-2;R16;A
1994;Oahu;Hard;Robbie Weiss;Jean Philippe Fleurian;USA;FRA;2-6 6-3 7-6(2);R16;A
1994;Oahu;Hard;Renzo Furlan;Cristiano Caratti;ITA;ITA;6-3 7-6(2);R16;A
1994;Oahu;Hard;Richey Reneberg;Doug Flach;USA;USA;6-3 6-3;R16;A
1994;Oahu;Hard;Wayne Ferreira;Patrick McEnroe;RSA;USA;6-4 6-4;QF;A
1994;Oahu;Hard;Jonathan Stark;Brad Gilbert;USA;USA;7-6(4) 7-6(5);QF;A
1994;Oahu;Hard;Robbie Weiss;Jimmy Arias;USA;USA;6-0 2-6 6-3;QF;A
1994;Oahu;Hard;Richey Reneberg;Renzo Furlan;USA;ITA;6-4 6-2;QF;A
1994;Oahu;Hard;Wayne Ferreira;Jonathan Stark;RSA;USA;4-6 6-4 6-4;SF;A
1994;Oahu;Hard;Richey Reneberg;Robbie Weiss;USA;USA;6-3 6-2;SF;A
1994;Oahu;Hard;Wayne Ferreira;Richey Reneberg;RSA;USA;6-4 6-7(3) 6-1;F;A
1994;Auckland;Hard;Magnus Gustafsson;Byron Black;SWE;ZIM;6-2 6-0;R32;A
1994;Auckland;Hard;Grant Stafford;Bryan Shelton;RSA;USA;6-2 6-1;R32;A
1994;Auckland;Hard;Tomas Carbonell;David Prinosil;ESP;GER;6-2 6-3;R32;A
1994;Auckland;Hard;James Greenhalgh;Patrik Kuhnen;NZL;GER;6-3 6-4;R32;A
1994;Auckland;Hard;Brett Steven;Todd Woodbridge;NZL;AUS;6-3 6-4;R32;A
1994;Auckland;Hard;Oliver Fernandez;Kenneth Carlsen;MEX;DEN;6-2 6-2;R32;A
1994;Auckland;Hard;Thomas Enqvist;Andrea Gaudenzi;SWE;ITA;7-5 7-5;R32;A
